,regions,periods,demand_comm,demand,demand_units
5492,MID_AT,2049,RLT,90.55135424739512,GIGALUMEN_YEAR
5493,NE,2049,RLT,52.16849965274716,GIGALUMEN_YEAR
5494,NW,2049,RLT,31.342433097559724,GIGALUMEN_YEAR
5495,N_CEN,2049,RLT,76.24035582028007,GIGALUMEN_YEAR
5496,SE,2049,RLT,139.03207765601536,GIGALUMEN_YEAR
5497,SW,2049,RLT,53.80929282787046,GIGALUMEN_YEAR
5498,TX,2049,RLT,55.163416236545885,GIGALUMEN_YEAR
5499,CA,2050,RLT,66.30006069479714,GIGALUMEN_YEAR
5500,CEN,2050,RLT,50.17217826831452,GIGALUMEN_YEAR
5501,MID_AT,2050,RLT,90.72110785820027,GIGALUMEN_YEAR
5502,NE,2050,RLT,51.86333620364674,GIGALUMEN_YEAR
5503,NW,2050,RLT,31.60520496039753,GIGALUMEN_YEAR
5504,N_CEN,2050,RLT,75.88587054580127,GIGALUMEN_YEAR
5505,SE,2050,RLT,140.29532298803483,GIGALUMEN_YEAR
5506,SW,2050,RLT,54.557303856155784,GIGALUMEN_YEAR
5507,TX,2050,RLT,55.97441065197825,GIGALUMEN_YEAR
5508,CA,2017,ROTHER_ELC,164.95083594215956,PJ
5509,CEN,2017,ROTHER_ELC,194.85495960646006,PJ
5510,MID_AT,2017,ROTHER_ELC,308.3056438867157,PJ
5511,NE,2017,ROTHER_ELC,154.8964118395131,PJ
5512,NW,2017,ROTHER_ELC,75.63729583061297,PJ
5513,N_CEN,2017,ROTHER_ELC,300.5308355296133,PJ
5514,SE,2017,ROTHER_ELC,507.4066669624249,PJ
5515,SW,2017,ROTHER_ELC,123.45597578946192,PJ
5516,TX,2017,ROTHER_ELC,212.91249935866495,PJ
5517,CA,2018,ROTHER_ELC,163.88586284589417,PJ
5518,CEN,2018,ROTHER_ELC,198.16976699961273,PJ
5519,MID_AT,2018,ROTHER_ELC,308.4334278174035,PJ
5520,NE,2018,ROTHER_ELC,155.86049451793966,PJ
5521,NW,2018,ROTHER_ELC,75.3854152187887,PJ
5522,N_CEN,2018,ROTHER_ELC,300.77331059109014,PJ
5523,SE,2018,ROTHER_ELC,511.4595398954637,PJ
5524,SW,2018,ROTHER_ELC,124.02588544401614,PJ
5525,TX,2018,ROTHER_ELC,218.81510687433692,PJ
5526,CA,2019,ROTHER_ELC,161.75621878011356,PJ
5527,CEN,2019,ROTHER_ELC,200.5150205097591,PJ
5528,MID_AT,2019,ROTHER_ELC,307.470433954865,PJ
5529,NE,2019,ROTHER_ELC,154.69851358049758,PJ
5530,NW,2019,ROTHER_ELC,74.7268227102096,PJ
5531,N_CEN,2019,ROTHER_ELC,301.66619780021523,PJ
5532,SE,2019,ROTHER_ELC,513.7388430141292,PJ
5533,SW,2019,ROTHER_ELC,124.27003608011144,PJ
5534,TX,2019,ROTHER_ELC,222.13066363752986,PJ
5535,CA,2020,ROTHER_ELC,159.61400273339413,PJ
5536,CEN,2020,ROTHER_ELC,202.43951326810284,PJ
5537,MID_AT,2020,ROTHER_ELC,306.867667743361,PJ
5538,NE,2020,ROTHER_ELC,153.5741531930746,PJ
5539,NW,2020,ROTHER_ELC,74.02944672782642,PJ
5540,N_CEN,2020,ROTHER_ELC,302.69407546014924,PJ
5541,SE,2020,ROTHER_ELC,516.6469595336665,PJ
5542,SW,2020,ROTHER_ELC,124.31389341304583,PJ
5543,TX,2020,ROTHER_ELC,224.7495170003518,PJ
5544,CA,2021,ROTHER_ELC,157.54420927603823,PJ
5545,CEN,2021,ROTHER_ELC,204.14485493783852,PJ
5546,MID_AT,2021,ROTHER_ELC,307.34199712284027,PJ
5547,NE,2021,ROTHER_ELC,152.40704945110593,PJ
5548,NW,2021,ROTHER_ELC,73.34030994118199,PJ
5549,N_CEN,2021,ROTHER_ELC,304.0267518496193,PJ
5550,SE,2021,ROTHER_ELC,521.2970287172785,PJ
5551,SW,2021,ROTHER_ELC,124.26760217271683,PJ
5552,TX,2021,ROTHER_ELC,227.00141000382018,PJ
5553,CA,2022,ROTHER_ELC,155.38546723342827,PJ
5554,CEN,2022,ROTHER_ELC,206.47271301356966,PJ
5555,MID_AT,2022,ROTHER_ELC,308.76512432694017,PJ
5556,NE,2022,ROTHER_ELC,151.43439950943863,PJ
5557,NW,2022,ROTHER_ELC,72.65881768682495,PJ
5558,N_CEN,2022,ROTHER_ELC,305.8658689620177,PJ
5559,SE,2022,ROTHER_ELC,527.529157522414,PJ
5560,SW,2022,ROTHER_ELC,124.43472462520512,PJ
5561,TX,2022,ROTHER_ELC,230.3607607688143,PJ
5562,CA,2023,ROTHER_ELC,152.5080061561068,PJ
5563,CEN,2023,ROTHER_ELC,209.101112021536,PJ
5564,MID_AT,2023,ROTHER_ELC,310.46581134247793,PJ
5565,NE,2023,ROTHER_ELC,150.4065361737436,PJ
5566,NW,2023,ROTHER_ELC,71.74460410212443,PJ
5567,N_CEN,2023,ROTHER_ELC,307.7847976249487,PJ
5568,SE,2023,ROTHER_ELC,534.0796200303334,PJ
5569,SW,2023,ROTHER_ELC,124.62378837841653,PJ
5570,TX,2023,ROTHER_ELC,234.29071041088946,PJ
5571,CA,2024,ROTHER_ELC,150.16557590089096,PJ
5572,CEN,2024,ROTHER_ELC,211.9605627892,PJ
5573,MID_AT,2024,ROTHER_ELC,312.39704300261184,PJ
5574,NE,2024,ROTHER_ELC,149.48022973081333,PJ
5575,NW,2024,ROTHER_ELC,71.01690483428567,PJ
5576,N_CEN,2024,ROTHER_ELC,309.9512683390382,PJ
5577,SE,2024,ROTHER_ELC,540.8899544306256,PJ
5578,SW,2024,ROTHER_ELC,124.87324088485545,PJ
5579,TX,2024,ROTHER_ELC,238.54516289030292,PJ
5580,CA,2025,ROTHER_ELC,148.00278098976793,PJ
5581,CEN,2025,ROTHER_ELC,214.87824920324948,PJ
5582,MID_AT,2025,ROTHER_ELC,314.36746245645645,PJ
5583,NE,2025,ROTHER_ELC,148.6641788465167,PJ
5584,NW,2025,ROTHER_ELC,70.33512963200613,PJ
5585,N_CEN,2025,ROTHER_ELC,312.2571391293187,PJ
5586,SE,2025,ROTHER_ELC,547.6312588235822,PJ
5587,SW,2025,ROTHER_ELC,125.04643795600882,PJ
5588,TX,2025,ROTHER_ELC,242.826410190771,PJ
5589,CA,2026,ROTHER_ELC,145.5584352327079,PJ
5590,CEN,2026,ROTHER_ELC,217.5896885186799,PJ
5591,MID_AT,2026,ROTHER_ELC,316.1500693004537,PJ
5592,NE,2026,ROTHER_ELC,147.935312493564,PJ
5593,NW,2026,ROTHER_ELC,69.54184985157627,PJ
5594,N_CEN,2026,ROTHER_ELC,314.27465305284323,PJ
5595,SE,2026,ROTHER_ELC,553.9582297082212,PJ
5596,SW,2026,ROTHER_ELC,125.11065230731369,PJ
5597,TX,2026,ROTHER_ELC,246.7953102782118,PJ
5598,CA,2027,ROTHER_ELC,143.29354954636722,PJ
5599,CEN,2027,ROTHER_ELC,220.33310542532382,PJ
5600,MID_AT,2027,ROTHER_ELC,318.3064859679582,PJ
5601,NE,2027,ROTHER_ELC,147.4448516286428,PJ
5602,NW,2027,ROTHER_ELC,68.80872805444189,PJ
5603,N_CEN,2027,ROTHER_ELC,316.5527606293836,PJ
5604,SE,2027,ROTHER_ELC,560.6632723268589,PJ
5605,SW,2027,ROTHER_ELC,125.18123225865756,PJ
5606,TX,2027,ROTHER_ELC,250.79647032733135,PJ
5607,CA,2028,ROTHER_ELC,141.30300190178005,PJ
5608,CEN,2028,ROTHER_ELC,223.2599704881608,PJ
5609,MID_AT,2028,ROTHER_ELC,320.6316356808114,PJ
5610,NE,2028,ROTHER_ELC,146.9897423890972,PJ
5611,NW,2028,ROTHER_ELC,68.16455327080467,PJ
5612,N_CEN,2028,ROTHER_ELC,319.0432260642769,PJ
5613,SE,2028,ROTHER_ELC,567.5663327060962,PJ
5614,SW,2028,ROTHER_ELC,125.24410955074062,PJ
5615,TX,2028,ROTHER_ELC,255.0424616631738,PJ
5616,CA,2029,ROTHER_ELC,139.42275734882392,PJ
5617,CEN,2029,ROTHER_ELC,225.92489358299122,PJ
5618,MID_AT,2029,ROTHER_ELC,322.69996064926505,PJ
5619,NE,2029,ROTHER_ELC,146.42239563284562,PJ
5620,NW,2029,ROTHER_ELC,67.53556150814744,PJ
5621,N_CEN,2029,ROTHER_ELC,321.38147750334315,PJ
5622,SE,2029,ROTHER_ELC,573.8641504083664,PJ
5623,SW,2029,ROTHER_ELC,125.184915522434,PJ
5624,TX,2029,ROTHER_ELC,258.90987872966144,PJ
5625,CA,2030,ROTHER_ELC,137.42624604789182,PJ
5626,CEN,2030,ROTHER_ELC,228.34313513304548,PJ
5627,MID_AT,2030,ROTHER_ELC,324.509493441152,PJ
5628,NE,2030,ROTHER_ELC,145.8354122561538,PJ
5629,NW,2030,ROTHER_ELC,66.8385058789732,PJ
5630,N_CEN,2030,ROTHER_ELC,323.5402093562331,PJ
5631,SE,2030,ROTHER_ELC,579.5565259368723,PJ
5632,SW,2030,ROTHER_ELC,124.95342932350547,PJ
5633,TX,2030,ROTHER_ELC,262.3936748617066,PJ
5634,CA,2031,ROTHER_ELC,135.2840794188107,PJ
5635,CEN,2031,ROTHER_ELC,230.63824867035945,PJ
5636,MID_AT,2031,ROTHER_ELC,326.55555665178736,PJ
5637,NE,2031,ROTHER_ELC,145.52735182132085,PJ
5638,NW,2031,ROTHER_ELC,66.06916459425257,PJ
5639,N_CEN,2031,ROTHER_ELC,325.69591012252334,PJ
5640,SE,2031,ROTHER_ELC,585.3289252370083,PJ
5641,SW,2031,ROTHER_ELC,124.58115461290593,PJ
5642,TX,2031,ROTHER_ELC,265.71767572293345,PJ
5643,CA,2032,ROTHER_ELC,133.08978745474764,PJ
5644,CEN,2032,ROTHER_ELC,232.85924352890078,PJ
5645,MID_AT,2032,ROTHER_ELC,328.6766084187638,PJ
5646,NE,2032,ROTHER_ELC,145.23227433770572,PJ
5647,NW,2032,ROTHER_ELC,65.24871499118694,PJ
5648,N_CEN,2032,ROTHER_ELC,327.8532662942203,PJ
5649,SE,2032,ROTHER_ELC,591.1368687224791,PJ
5650,SW,2032,ROTHER_ELC,124.01258369044344,PJ
5651,TX,2032,ROTHER_ELC,269.0026776259386,PJ
5652,CA,2033,ROTHER_ELC,131.00944617108158,PJ
5653,CEN,2033,ROTHER_ELC,235.29834975319193,PJ
5654,MID_AT,2033,ROTHER_ELC,330.82995563670806,PJ
5655,NE,2033,ROTHER_ELC,144.88821374566857,PJ
5656,NW,2033,ROTHER_ELC,64.45910080227272,PJ
5657,N_CEN,2033,ROTHER_ELC,330.17013805487863,PJ
5658,SE,2033,ROTHER_ELC,597.3908004503855,PJ
5659,SW,2033,ROTHER_ELC,123.40549002808231,PJ
5660,TX,2033,ROTHER_ELC,272.6131340072725,PJ
5661,CA,2034,ROTHER_ELC,129.0336120592404,PJ
5662,CEN,2034,ROTHER_ELC,238.1746861184224,PJ
5663,MID_AT,2034,ROTHER_ELC,333.15763354140876,PJ
5664,NE,2034,ROTHER_ELC,144.57703600378852,PJ
5665,NW,2034,ROTHER_ELC,63.714153267032245,PJ
5666,N_CEN,2034,ROTHER_ELC,332.70765599916547,PJ
5667,SE,2034,ROTHER_ELC,604.2130554947599,PJ
5668,SW,2034,ROTHER_ELC,122.85779906550296,PJ
5669,TX,2034,ROTHER_ELC,276.9084417102017,PJ
5670,CA,2035,ROTHER_ELC,127.10040983303534,PJ
5671,CEN,2035,ROTHER_ELC,241.23710874675461,PJ
5672,MID_AT,2035,ROTHER_ELC,335.57310219854355,PJ
5673,NE,2035,ROTHER_ELC,144.22439480517795,PJ
5674,NW,2035,ROTHER_ELC,62.98243452444803,PJ
5675,N_CEN,2035,ROTHER_ELC,335.2954527722257,PJ
5676,SE,2035,ROTHER_ELC,611.4012418881325,PJ
5677,SW,2035,ROTHER_ELC,122.30548007629717,PJ
5678,TX,2035,ROTHER_ELC,281.42643838883697,PJ
5679,CA,2036,ROTHER_ELC,125.13687832372128,PJ
5680,CEN,2036,ROTHER_ELC,244.19300553917427,PJ
5681,MID_AT,2036,ROTHER_ELC,337.9052189689408,PJ
5682,NE,2036,ROTHER_ELC,143.7591509724831,PJ
5683,NW,2036,ROTHER_ELC,62.225649568924354,PJ
5684,N_CEN,2036,ROTHER_ELC,337.6950239679981,PJ
5685,SE,2036,ROTHER_ELC,618.6055094653349,PJ
5686,SW,2036,ROTHER_ELC,121.66595085230131,PJ
5687,TX,2036,ROTHER_ELC,285.7484955218271,PJ
5688,CA,2037,ROTHER_ELC,123.10484317440289,PJ
5689,CEN,2037,ROTHER_ELC,247.32131227043052,PJ
5690,MID_AT,2037,ROTHER_ELC,340.0692012700808,PJ
5691,NE,2037,ROTHER_ELC,143.18580209702253,PJ
5692,NW,2037,ROTHER_ELC,61.41737486443603,PJ
5693,N_CEN,2037,ROTHER_ELC,339.956407550631,PJ
5694,SE,2037,ROTHER_ELC,625.6176747996016,PJ
5695,SW,2037,ROTHER_ELC,120.85907918447552,PJ
5696,TX,2037,ROTHER_ELC,290.5183318855748,PJ
5697,CA,2038,ROTHER_ELC,121.05523286300465,PJ
5698,CEN,2038,ROTHER_ELC,250.4449541033563,PJ
5699,MID_AT,2038,ROTHER_ELC,342.39590476901776,PJ
5700,NE,2038,ROTHER_ELC,142.56233253670632,PJ
5701,NW,2038,ROTHER_ELC,60.58091795328028,PJ
5702,N_CEN,2038,ROTHER_ELC,342.33353822136917,PJ
5703,SE,2038,ROTHER_ELC,633.0294270064344,PJ
5704,SW,2038,ROTHER_ELC,119.92271939926697,PJ
5705,TX,2038,ROTHER_ELC,295.2320014668047,PJ
5706,CA,2039,ROTHER_ELC,118.8590457216443,PJ
5707,CEN,2039,ROTHER_ELC,253.23823441707918,PJ
5708,MID_AT,2039,ROTHER_ELC,344.5016409508762,PJ
5709,NE,2039,ROTHER_ELC,141.82102544156734,PJ
5710,NW,2039,ROTHER_ELC,59.655767121552046,PJ
5711,N_CEN,2039,ROTHER_ELC,344.5550886102854,PJ
5712,SE,2039,ROTHER_ELC,640.0523159461849,PJ
5713,SW,2039,ROTHER_ELC,118.75246652188892,PJ
5714,TX,2039,ROTHER_ELC,299.3775154581461,PJ
5715,CA,2040,ROTHER_ELC,116.44336303202518,PJ
5716,CEN,2040,ROTHER_ELC,255.06208154908958,PJ
5717,MID_AT,2040,ROTHER_ELC,346.33532111094365,PJ
5718,NE,2040,ROTHER_ELC,141.0119023407722,PJ
5719,NW,2040,ROTHER_ELC,58.60473775696961,PJ
5720,N_CEN,2040,ROTHER_ELC,346.56107667928956,PJ
5721,SE,2040,ROTHER_ELC,646.4634339986828,PJ
5722,SW,2040,ROTHER_ELC,117.2720768702946,PJ
5723,TX,2040,ROTHER_ELC,301.6653130040242,PJ
5724,CA,2041,ROTHER_ELC,113.34730838299573,PJ
5725,CEN,2041,ROTHER_ELC,256.5953871348544,PJ
5726,MID_AT,2041,ROTHER_ELC,347.2080476190564,PJ
5727,NE,2041,ROTHER_ELC,139.532849945974,PJ
5728,NW,2041,ROTHER_ELC,57.21881433783698,PJ
5729,N_CEN,2041,ROTHER_ELC,347.61453481567105,PJ
5730,SE,2041,ROTHER_ELC,651.6835454031102,PJ
5731,SW,2041,ROTHER_ELC,115.15000533769663,PJ
5732,TX,2041,ROTHER_ELC,303.8381289959365,PJ
5733,CA,2042,ROTHER_ELC,110.11435004562958,PJ
5734,CEN,2042,ROTHER_ELC,259.1746792804101,PJ
5735,MID_AT,2042,ROTHER_ELC,347.9635536313869,PJ
5736,NE,2042,ROTHER_ELC,137.96638192506433,PJ
5737,NW,2042,ROTHER_ELC,55.74436897828506,PJ
5738,N_CEN,2042,ROTHER_ELC,348.77548530223675,PJ
5739,SE,2042,ROTHER_ELC,656.7297941776797,PJ
5740,SW,2042,ROTHER_ELC,112.77663230895087,PJ
5741,TX,2042,ROTHER_ELC,308.1375372689785,PJ
5742,CA,2043,ROTHER_ELC,106.8108937089267,PJ
5743,CEN,2043,ROTHER_ELC,261.7654578241182,PJ
5744,MID_AT,2043,ROTHER_ELC,348.6572269765856,PJ
5745,NE,2043,ROTHER_ELC,136.27158502216633,PJ
5746,NW,2043,ROTHER_ELC,54.216718016706686,PJ
5747,N_CEN,2043,ROTHER_ELC,350.04009091677926,PJ
5748,SE,2043,ROTHER_ELC,661.8668015645129,PJ
5749,SW,2043,ROTHER_ELC,110.22979149454683,PJ
5750,TX,2043,ROTHER_ELC,312.3828527659581,PJ
5751,CA,2044,ROTHER_ELC,103.44570084690376,PJ
5752,CEN,2044,ROTHER_ELC,263.89689068002195,PJ
5753,MID_AT,2044,ROTHER_ELC,349.2428887562427,PJ
5754,NE,2044,ROTHER_ELC,134.5139833348672,PJ
5755,NW,2044,ROTHER_ELC,52.640688376174516,PJ
5756,N_CEN,2044,ROTHER_ELC,351.28305987585355,PJ
5757,SE,2044,ROTHER_ELC,666.9682136039418,PJ
5758,SW,2044,ROTHER_ELC,107.52071954258538,PJ
5759,TX,2044,ROTHER_ELC,315.6669710413215,PJ
5760,CA,2045,ROTHER_ELC,100.01072969539447,PJ
5761,CEN,2045,ROTHER_ELC,265.5763779325682,PJ
5762,MID_AT,2045,ROTHER_ELC,349.82980181774377,PJ
5763,NE,2045,ROTHER_ELC,132.77684135229535,PJ
5764,NW,2045,ROTHER_ELC,51.00282999621357,PJ
5765,N_CEN,2045,ROTHER_ELC,352.47394281018785,PJ
5766,SE,2045,ROTHER_ELC,672.0216580998878,PJ
5767,SW,2045,ROTHER_ELC,104.58695944517399,PJ
5768,TX,2045,ROTHER_ELC,318.01356927506043,PJ
5769,CA,2046,ROTHER_ELC,96.45273185056189,PJ
5770,CEN,2046,ROTHER_ELC,266.9540991943248,PJ
5771,MID_AT,2046,ROTHER_ELC,350.22573362053885,PJ
5772,NE,2046,ROTHER_ELC,131.2442428143338,PJ
5773,NW,2046,ROTHER_ELC,49.27243278763201,PJ
5774,N_CEN,2046,ROTHER_ELC,353.65502704215714,PJ
5775,SE,2046,ROTHER_ELC,676.7248180560887,PJ
5776,SW,2046,ROTHER_ELC,101.35227560725936,PJ
5777,TX,2046,ROTHER_ELC,319.9061135656068,PJ
5778,CA,2047,ROTHER_ELC,92.70922730382438,PJ
5779,CEN,2047,ROTHER_ELC,267.8103536702987,PJ
5780,MID_AT,2047,ROTHER_ELC,350.48905582388164,PJ
5781,NE,2047,ROTHER_ELC,129.44819490897416,PJ
5782,NW,2047,ROTHER_ELC,47.417535140761906,PJ
5783,N_CEN,2047,ROTHER_ELC,354.78462850397744,PJ
5784,SE,2047,ROTHER_ELC,680.9845259148059,PJ
5785,SW,2047,ROTHER_ELC,97.75075991549738,PJ
5786,TX,2047,ROTHER_ELC,320.90390429284446,PJ
5787,CA,2048,ROTHER_ELC,92.00507555847301,PJ
5788,CEN,2048,ROTHER_ELC,268.39023173081017,PJ
5789,MID_AT,2048,ROTHER_ELC,350.58805001192127,PJ
5790,NE,2048,ROTHER_ELC,127.61824817508139,PJ
5791,NW,2048,ROTHER_ELC,46.49997957930666,PJ
5792,N_CEN,2048,ROTHER_ELC,355.98886867234677,PJ
5793,SE,2048,ROTHER_ELC,684.6809399520483,PJ
5794,SW,2048,ROTHER_ELC,93.78589807174487,PJ
5795,TX,2048,ROTHER_ELC,321.3545338403369,PJ
5796,CA,2049,ROTHER_ELC,91.75826788717538,PJ
5797,CEN,2049,ROTHER_ELC,268.97661810155097,PJ
5798,MID_AT,2049,ROTHER_ELC,350.7209372186121,PJ
5799,NE,2049,ROTHER_ELC,125.66078378422293,PJ
5800,NW,2049,ROTHER_ELC,45.68540852307973,PJ
5801,N_CEN,2049,ROTHER_ELC,357.3794044158271,PJ
5802,SE,2049,ROTHER_ELC,688.2332660176316,PJ
5803,SW,2049,ROTHER_ELC,89.54632636368255,PJ
5804,TX,2049,ROTHER_ELC,321.7110749676468,PJ
5805,CA,2050,ROTHER_ELC,91.50221898633201,PJ
5806,CEN,2050,ROTHER_ELC,269.5055328108365,PJ
5807,MID_AT,2050,ROTHER_ELC,350.8155391321063,PJ
5808,NE,2050,ROTHER_ELC,123.85521835566352,PJ
5809,NW,2050,ROTHER_ELC,44.82757391694856,PJ
5810,N_CEN,2050,ROTHER_ELC,358.88769894370824,PJ
5811,SE,2050,ROTHER_ELC,691.5502964870182,PJ
5812,SW,2050,ROTHER_ELC,85.07422504340427,PJ
5813,TX,2050,ROTHER_ELC,321.81730179803714,PJ
5814,CA,2017,RRF,342.60268979123686,MEGA_CUBIC_FEET
5815,CEN,2017,RRF,244.45000891346018,MEGA_CUBIC_FEET
5816,MID_AT,2017,RRF,525.4456111879924,MEGA_CUBIC_FEET
5817,NE,2017,RRF,347.3145227001985,MEGA_CUBIC_FEET
5818,NW,2017,RRF,148.8572275470344,MEGA_CUBIC_FEET
5819,N_CEN,2017,RRF,489.29751314217515,MEGA_CUBIC_FEET
5820,SE,2017,RRF,626.9718704851996,MEGA_CUBIC_FEET
5821,SW,2017,RRF,208.7739368770034,MEGA_CUBIC_FEET
5822,TX,2017,RRF,231.43584856576524,MEGA_CUBIC_FEET
5823,CA,2018,RRF,346.79150050766253,MEGA_CUBIC_FEET
5824,CEN,2018,RRF,246.78296284541776,MEGA_CUBIC_FEET
5825,MID_AT,2018,RRF,530.5399901989944,MEGA_CUBIC_FEET
5826,NE,2018,RRF,351.0026974033606,MEGA_CUBIC_FEET
5827,NW,2018,RRF,150.7275731926748,MEGA_CUBIC_FEET
5828,N_CEN,2018,RRF,493.5848814166935,MEGA_CUBIC_FEET
5829,SE,2018,RRF,633.5567615261516,MEGA_CUBIC_FEET
5830,SW,2018,RRF,211.61758758504797,MEGA_CUBIC_FEET
5831,TX,2018,RRF,233.94656336073368,MEGA_CUBIC_FEET
5832,CA,2019,RRF,351.11053070108755,MEGA_CUBIC_FEET
5833,CEN,2019,RRF,249.2245175396037,MEGA_CUBIC_FEET
5834,MID_AT,2019,RRF,535.8344651121188,MEGA_CUBIC_FEET
5835,NE,2019,RRF,354.7901049255668,MEGA_CUBIC_FEET
5836,NW,2019,RRF,152.65950276804756,MEGA_CUBIC_FEET
5837,N_CEN,2019,RRF,498.0654646969298,MEGA_CUBIC_FEET
5838,SE,2019,RRF,640.4428687539915,MEGA_CUBIC_FEET
5839,SW,2019,RRF,214.56952502913043,MEGA_CUBIC_FEET
5840,TX,2019,RRF,236.55835858606022,MEGA_CUBIC_FEET
5841,CA,2020,RRF,355.52071081626167,MEGA_CUBIC_FEET
5842,CEN,2020,RRF,251.71988622135655,MEGA_CUBIC_FEET
5843,MID_AT,2020,RRF,541.2556868023678,MEGA_CUBIC_FEET
5844,NE,2020,RRF,358.66215365042876,MEGA_CUBIC_FEET
5845,NW,2020,RRF,154.63034913179087,MEGA_CUBIC_FEET
5846,N_CEN,2020,RRF,502.6328697820689,MEGA_CUBIC_FEET
5847,SE,2020,RRF,647.4951492976095,MEGA_CUBIC_FEET
5848,SW,2020,RRF,217.57303613033304,MEGA_CUBIC_FEET
5849,TX,2020,RRF,239.22933566097439,MEGA_CUBIC_FEET
5850,CA,2021,RRF,359.94868349460427,MEGA_CUBIC_FEET
5851,CEN,2021,RRF,254.1949811001267,MEGA_CUBIC_FEET
5852,MID_AT,2021,RRF,546.7126673034171,MEGA_CUBIC_FEET
5853,NE,2021,RRF,362.57774162719596,MEGA_CUBIC_FEET
5854,NW,2021,RRF,156.60724815549548,MEGA_CUBIC_FEET
5855,N_CEN,2021,RRF,507.2290161355428,MEGA_CUBIC_FEET
5856,SE,2021,RRF,654.5311418872722,MEGA_CUBIC_FEET
5857,SW,2021,RRF,220.5776888108806,MEGA_CUBIC_FEET
5858,TX,2021,RRF,241.85645065504988,MEGA_CUBIC_FEET
5859,CA,2022,RRF,364.2615172301498,MEGA_CUBIC_FEET
5860,CEN,2022,RRF,256.59985783165484,MEGA_CUBIC_FEET
5861,MID_AT,2022,RRF,551.9951204040061,MEGA_CUBIC_FEET
5862,NE,2022,RRF,366.36230488496653,MEGA_CUBIC_FEET
5863,NW,2022,RRF,158.53921042797285,MEGA_CUBIC_FEET
5864,N_CEN,2022,RRF,511.65651315165945,MEGA_CUBIC_FEET
5865,SE,2022,RRF,661.3944808222208,MEGA_CUBIC_FEET
5866,SW,2022,RRF,223.54160371121844,MEGA_CUBIC_FEET
5867,TX,2022,RRF,244.42461936352825,MEGA_CUBIC_FEET
5868,CA,2023,RRF,368.5256588538559,MEGA_CUBIC_FEET
5869,CEN,2023,RRF,258.99164504138014,MEGA_CUBIC_FEET
5870,MID_AT,2023,RRF,557.1962630527061,MEGA_CUBIC_FEET
5871,NE,2023,RRF,370.0742046161079,MEGA_CUBIC_FEET
5872,NW,2023,RRF,160.4555729157552,MEGA_CUBIC_FEET
5873,N_CEN,2023,RRF,515.9877668175878,MEGA_CUBIC_FEET
5874,SE,2023,RRF,668.2253012373635,MEGA_CUBIC_FEET
5875,SW,2023,RRF,226.50796897299986,MEGA_CUBIC_FEET
5876,TX,2023,RRF,247.00261369377952,MEGA_CUBIC_FEET
5877,CA,2024,RRF,372.78115430019585,MEGA_CUBIC_FEET
5878,CEN,2024,RRF,261.41778082713,MEGA_CUBIC_FEET
5879,MID_AT,2024,RRF,562.3674887879034,MEGA_CUBIC_FEET
5880,NE,2024,RRF,373.73152511535557,MEGA_CUBIC_FEET
5881,NW,2024,RRF,162.37651425689648,MEGA_CUBIC_FEET
5882,N_CEN,2024,RRF,520.2582595719718,MEGA_CUBIC_FEET
5883,SE,2024,RRF,675.1366400221574,MEGA_CUBIC_FEET
5884,SW,2024,RRF,229.51725389923223,MEGA_CUBIC_FEET
5885,TX,2024,RRF,249.65679706073027,MEGA_CUBIC_FEET
5886,CA,2025,RRF,377.0679767554863,MEGA_CUBIC_FEET
5887,CEN,2025,RRF,263.88742722089006,MEGA_CUBIC_FEET
5888,MID_AT,2025,RRF,567.5689666443988,MEGA_CUBIC_FEET
5889,NE,2025,RRF,377.39462914854874,MEGA_CUBIC_FEET
5890,NW,2025,RRF,164.31591689391882,MEGA_CUBIC_FEET
5891,N_CEN,2025,RRF,524.5274208289279,MEGA_CUBIC_FEET
5892,SE,2025,RRF,682.1520700072502,MEGA_CUBIC_FEET
5893,SW,2025,RRF,232.5736673071962,MEGA_CUBIC_FEET
5894,TX,2025,RRF,252.3826885274027,MEGA_CUBIC_FEET
5895,CA,2026,RRF,381.40573473230586,MEGA_CUBIC_FEET
5896,CEN,2026,RRF,266.40525826197455,MEGA_CUBIC_FEET
5897,MID_AT,2026,RRF,572.8433109873267,MEGA_CUBIC_FEET
5898,NE,2026,RRF,381.0972343072537,MEGA_CUBIC_FEET
5899,NW,2026,RRF,166.28137646007872,MEGA_CUBIC_FEET
5900,N_CEN,2026,RRF,528.8659604278014,MEGA_CUBIC_FEET
5901,SE,2026,RRF,689.2817688414049,MEGA_CUBIC_FEET
5902,SW,2026,RRF,235.68381609961884,MEGA_CUBIC_FEET
5903,TX,2026,RRF,255.16008560501177,MEGA_CUBIC_FEET
5904,CA,2027,RRF,385.74124373899775,MEGA_CUBIC_FEET
5905,CEN,2027,RRF,268.9056139453166,MEGA_CUBIC_FEET
5906,MID_AT,2027,RRF,578.1196207077727,MEGA_CUBIC_FEET
5907,NE,2027,RRF,384.8103101247715,MEGA_CUBIC_FEET
5908,NW,2027,RRF,168.24571851679144,MEGA_CUBIC_FEET
5909,N_CEN,2027,RRF,533.222989972368,MEGA_CUBIC_FEET
5910,SE,2027,RRF,696.3755867080123,MEGA_CUBIC_FEET
5911,SW,2027,RRF,238.79178301314624,MEGA_CUBIC_FEET
5912,TX,2027,RRF,257.89885580672626,MEGA_CUBIC_FEET
5913,CA,2028,RRF,390.0206133436931,MEGA_CUBIC_FEET
